_id,rata,ente,descrizione,cod_tipoimposta,tipo_imposta,cod_imposta,imposta,spesa,aggregation-time,area_geografica,note,fonte_dato,Tipo Imposta,SPESA TOTALE,2cod_imposta,cod imposta ext,ente%code
6731590b5c833340b426aedf,202410,960,AUTORITA' DI BACINO DISTR. DELL'APPENNINO SETTENTRIONALE,1,Netto,15,Netto,99991.98,2024-11-11T02:00:28.485,Nord,,,Netto,99991.98,15,15,960
6667a4b8262bc331bdcd0bc9,202405,4056,AGENZIA PER L'ITALIA DIGITALE,2,Erariali,6,IRAP,40172.710000000065,2024-06-11T03:01:23.745,Centro,,,Erariali,40172.710000000065,6,6,4056
659f417c9b1c1468e2e39a43,202312,unknown,AGENZIA ITALIANA DEL FARMACO - AIFA,2,Erariali,6,IRAP,594040.740000015,2024-01-11T02:01:40.336,Nord,,,Erariali,594040.740000015,6,6,867
661738e4262bc367a2350409,202403,,IPAB ISTITUTO DI BENEFICENZA E SCOLASTICO SAC. M. SCRIFFIGNANO SISCARO,2,Erariali,7,Addizionali Regionali,32.88,2024-04-11T03:00:48.766,Isole,,,Erariali,32.88,7,7,975
668f34079b1c1405cffd2c96,202406,4,?,4,Varie,9,Riscatti,9518447.34,2024-07-11T03:01:16.866,,,,Varie,9518447.34,9,9,4
66bf60490377f64b681b515f,202407,28,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,2,Erariali,6,IRAP,495640.7400000147,2024-08-16T16:11:01.334,,,,Erariali,495640.7400000147,6,6,28
668f34079b1c1405cffd2ce2,2024-06,945,ENTE PARCO NAZIONALE DEL GRAN SASSO E MONTI DELLA LAGA,3,Previdenziali,13,Previdenziali a carico del datore di lavoro,17410.559999999998,2024-07-11T03:01:16.866,Isole,,,Previdenziali,17410.559999999998,13,13,945
6731590c568f146444a34e41,202410,954,//,1,Netto,15,Netto,10455819.51,2024-11-11T02:00:28.485,Nord,,,Netto,10455819.51,15,15,954
66bf604b0377f64bd0cd25db,202407,930,AZIENDA SANITARIA LOCALE LATINA,2,Erariali,6,IRAP,1052848.75,2024-08-16T16:11:01.334,Sud,,,Erariali,1052848.75,6,6,930
661738e49b1c14196e7da353,202403,843,ANVUR(AGENZIA NAZ.VALUTAZIONE SIST.UNIVERSITARIO E RICERCA),2,Erariali,5,IRPEF,64367.77000000001,2024-04-11T03:00:48.766,,,,Erariali,64367.77000000001,5,5,843
663ec5f43f62190222cfb6da,202404,NULL,n.d.,2,Erariali,5,IRPEF,1612476.75,2024-05-11T03:01:07.269,Isole,,,Erariali,1612476.75,5,5,10
671a780d568f1404768e2bd7,202409,963,AUTORITA' DI BACINO DISTRETTUALE DELL'APPENNINO MERIDIONALE,2,Erariali,6,IRAP,29953.740000000013,24.10.2024,,,,Erariali,29953.740000000013,6,6,963
6667a4b8262bc331baee73c8,202405,958,AUTORITA' DI BACINO DISTRETTUALE DELL'APPENNINO CENTRALE,2,Erariali,8,Addizionali Comunali,2357.9,11.06.2024,Centro,,,Erariali,2357.9,8,8,958
663ec5f33f62190222cfb66c,202404,28,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,4,Varie,12,Altre voci,26784.229999999792,2024-05-11T03:01:07.269,Sud,,,Varie,26784.229999999792,12,12,28
66e0ee5cf458af5423ceb4bf,202408,32,ISTITUTO SUPERIORE DI SANITA',4,Varie,11,Prestiti,74791.1,2024-09-11T03:01:11.704,Nord,,,Varie,74791.1,11,11,32
663ec5f33f62190222cfb64d,202404,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,2,Erariali,8,Addizionali Comunali,87912478.86,2024-05-11T03:01:07.269,Centro,,,Erariali,87912478.86,8,8,4
661738e49b1c14196e7da2f4,202403,4056,AGENZIA PER L'ITALIA DIGITALE,4,Varie,12,//,2483.109999999999,2024-04-11T03:00:48.766,Sud,,,Varie,2483.109999999999,12,12,4056
663ec5f33f62190222cfb632,202404,28,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,2,Erariali,7,Addizionali Regionali,179848.42,2024-05-11T03:01:07.269,Nord,,,Erariali,179848.42,7,7,28
668f34079b1c1405cffd2d0a,202406,805,AGENZIA NAZIONALE PER LA SICUREZZA DEL VOLO,3,Previdenziali,13,Previdenziali a carico del datore di lavoro,23136.350000000006,2024-07-11T03:01:16.866,Isole,,,Previdenziali,23136.350000000006,13,13,805
668f34079b1c1405cffd2d3e,202406,976,ISTITUTO MUSICALE PAREGGIATO DELLA VALLE D'AOSTA,3,Previdenziali,14,null,8245.240000000027,2024-07-11T03:01:16.866,Sud,,,Previdenziali,8245.240000000027,14,14,976
668f34079b1c1405cffd2d05,202406,964,COMUNE DI CARAVAGGIO,2,Erariali,5,IRPEF,62372.30999999998,2024-07-11T03:01:16.866,,,,Erariali,62372.30999999998,5,5,964
661738e49b1c1417e85d36b8,202403,6,MINISTERO DELL'AMBIENTE E DELLA SICUREZZA ENERGETICA,2,Erariali,8,Addizionali Comunali,61257.08,2024-04-11T03:00:48.766,Nord,,,Erariali,61257.08,8,8,6
663ec5ea3f62190222cfb548,202404,,ENTE PARCO NAZIONALE DEL GRAN SASSO E MONTI DELLA LAGA,4,Varie,11,Prestiti,1799.29,2024-05-11T03:01:07.269,Centro,,,Varie,1799.29,11,11,945
65ee5ac7eb0f334c5c367589,202402,21,AGENZIA DELLE DOGANE,2,Erariali,5,IRPEF,6543617.570000316,2024-03-11T02:01:04.421,Nord,,,Erariali,6543617.570000316,5,5,21
659f417c9b1c1468e2e39a7f,202312,948,A.O.R.N. ANTONIO CARDARELLI,3,Previdenziali,13,Previdenziali a carico del datore di lavoro,6807615.07,2024-01-11T02:01:40.336,Isole,,,Previdenziali,6807615.07,13,13,948
663ec5f33f62190222cfb685,202404,974,AGENZIA INDUSTRIE DIFESA AID,4,Varie,n.d.,Prestiti,39447.56,11-05-24,Sud,,,Varie,39447.56,11,11,974
668f34090377f62206882c1c,202406,963,AUTORITA' DI BACINO DISTRETTUALE DELL'APPENNINO MERIDIONALE,3,Previdenziali,13,Previdenziali a carico del datore di lavoro,103197.0699999998,2024-07-11T03:01:16.866,,,,Previdenziali,103197.0699999998,13,13,963
65c81f2b3f62191d044e2ab6,202401,971,ARPAL PUGLIA,3,Previdenziali,13,Previdenziali a carico del datore di lavoro,556051.579999987,2024-02-11T02:01:21.381,,,,Previdenziali,556051.579999987,13,13,971
663ec5ea3f62190222cfb528,202404,975,IPAB ISTITUTO DI BENEFICENZA E SCOLASTICO SAC. M. SCRIFFIGNANO SISCARO,2,Erariali,7,Addizionali Regionali,N.D.,11-05-24,,,,Erariali,N.D.,7,7,975
663ec5ea3f62190222cfb4ce,202404,12,MINISTERO DELL'INTERNO,2,Erariali,8,Addizionali Comunali,4638448.79,2024-05-11T03:01:07.269,Nord,,,Erariali,4638448.79,8,8,12
668f34080377f62206882be5,202406,925,AUTORITA' GARANTE PER L'INFANZIA E L'ADOLESCENZA AGIA,3,Previdenziali,13,Previdenziali a carico del datore di lavoro,28017.319999999992,11/07/2024,Nord,,,Previdenziali,28017.319999999992,13,13,925
661738e39b1c14196e7da29c,202403,925,AUTORITA' GARANTE PER L'INFANZIA E L'ADOLESCENZA AGIA,3,Previdenziali,14,Previdenziali a carico del lavoratore,8778.959999999994,2024-04-11T03:00:48.766,Sud,,,Previdenziali,8778.959999999994,14,14,925
661738e59b1c1417e85d3755,202403,960,AUTORITA' DI BACINO DISTR. DELL'APPENNINO SETTENTRIONALE,2,Erariali,6,IRAP,13678.77999999999,2024-04-11T03:00:48.766,,,,Erariali,13678.77999999999,6,6,960
661738e49b1c14196e7da2d5,202403,954,ISPETTORATO NAZIONALE DEL LAVORO,2,Erariali,6,IRAP,2511814.830000837,2024-04-11T03:00:48.766,Nord,,,Erariali,2511814.830000837,6,6,954
659f417c9b1c1468e2e39a79,202312,945,ENTE PARCO NAZIONALE DEL GRAN SASSO E MONTI DELLA LAGA,3,Previdenziali,13,Previdenziali a carico del datore di lavoro,40978.62999999995,11.01.2024,Sud,,,Previdenziali,40978.62999999995,13,13,945
66bf60530377f64bd0cd2617,202407,19,MINISTERO UNIVERSITA' E RICERCA,4,Varie,12,Altre voci,76655.87,2024-08-16T16:11:01.334,Isole,,,Varie,76655.87,12,12,19
66bf60490377f64b681b513a,202407,966,N/A,2,Erariali,5,IRPEF,793155.3999999999,2024-08-16T16:11:01.334,Nord,,,Erariali,793155.3999999999,5,5,966
66bf60520377f64b679f28ba,202407,12,MINISTERO DELL'INTERNO,4,Varie,10,Ritenute Sindacali,1309245.27,2024-08-16T16:11:01.334,Isole,,,Varie,1309245.27,10,10,12
66bf60520377f64b679f28d0,202407,23,AGENZIA PER LE EROGAZIONI IN AGRICOLTURA,2,Erariali,7,Addizionali Regionali,23821.58000000002,2024-08-16T16:11:01.334,Sud,,,Erariali,23821.58000000002,7,7,23
6667a4c1262bc331bdcd0c2c,202405,843,ANVUR(AGENZIA NAZ.VALUTAZIONE SIST.UNIVERSITARIO E RICERCA),4,Assistenziali,10,Ritenute Sindacali,258.4,2024-06-11T03:01:23.745,,Da riconciliare,,Varie,258.4,10,10,843
65ee5ac6f458af56cdec181f,202402,805,AGENZIA NAZIONALE PER LA SICUREZZA DEL VOLO,4,Varie,10,Ritenute Sindacali,218.54,2024-03-11T02:01:04.421,Nord,,,Varie,218.54,10,10,805
668f34079b1c1405cffd2d1d,2024-06,17,CONSIGLIO DI STATO E T.A.R.,4,Varie,11,Prestiti,67272.49,2024-07-11T03:01:16.866,Isole,,,Varie,67272.49,11,11,17
671a780d568f1404768e2c2e,202409, ,AGENZIA INDUSTRIE DIFESA AID,4,Varie,11,Prestiti,37658.310000000005,2024-10-24T18:30:35.560,Isole,,,Varie,37658.310000000005,11,11,974
65ee5ac5f458af56cdec17c3,202402,954,ISPETTORATO NAZIONALE DEL LAVORO,3,Previdenziali,13,Previdenziali a carico del datore di lavoro,4270077.049999818,2024-03-11T02:01:04.421,,,,Previdenziali,4270077.049999818,13,13,954
663ec5f23f62190222cfb5e4,202404,867,AGENZIA ITALIANA DEL FARMACO - AIFA,2,Erariali,7,Addizionali Regionali,74834.28999999996,2024-05-11T03:01:07.269,Isole,,,Erariali,74834.28999999996,7,7,867
671a7805568f1404768e2b28,202409,971,ARPAL PUGLIA,4,Varie,10,Ritenute Sindacali,5436.779999999991,2024-10-24T18:30:35.560,Centro,,,Varie,5436.779999999991,10,10,971
6731590c568f146446645d37,202410,963,AUTORITA' DI BACINO DISTRETTUALE DELL'APPENNINO MERIDIONALE,4,Varie,11,Prestiti,4886.780000000001,2024-11-11T02:00:28.485,Centro,,,Varie,4886.780000000001,11,11,963
6667a4b7262bc331baee730f,202405,822,REGIONE LAZIO,4,Varie,12,Altre voci,147219.47000000317,2024-06-11T03:01:23.745,Nord,,,Varie,147219.47000000317,12,12,822
65ee5ac7eb0f334c8d2b5b2f,202402,960,AUTORITA' DI BACINO DISTR. DELL'APPENNINO SETTENTRIONALE,3,Previdenziali,14,Previdenziali a carico del lavoratore,11331.860000000026,2024-03-11T02:01:04.421,Nord,,,Previdenziali,11331.860000000026,14,14,960
663ec5f43f62190222cfb6a8,202404,970,PARCO DEL CIRCEO,2,Netto,7,Addizionali Regionali,454.89,2024-05-11T03:01:07.269,Nord,,,Erariali,454.89,7,7,970
66bf60530377f64bd0cd2611,202407,12,MINISTERO DELL'INTERNO,3,Previdenziali,14,Previdenziali a carico del lavoratore,59953873.38,2024-08-16T16:11:01.334,Centro,,,Previdenziali,59953873.38,14,14,12
65ee5ac6f458af56cdec184d,202402,953,ANPAL - AGENZIA NAZIONALE PER LE POLITICHE ATTIVE DEL LAVORO,4,Varie,9,Riscatti,256.3,11-03-24,Centro,,,Varie,256.3,9,9,953
65ee5ac6f458af56cdec185a,202402,12,MINISTERO DELL'INTERNO,3,Previdenziali,13,Previdenziali a carico del datore di lavoro,137722559.64,2024-03-11T02:01:04.421,Sud,,,Previdenziali,137722559.64,13,13,12
6731590b5c833340b426af02,202410,8017,AGENZIA DEL DEMANIO,3,Previdenziali,NULL,Previdenziali a carico del datore di lavoro,1146632.3900000118,2024-11-11T02:00:28.485,Nord,,,Previdenziali,1146632.3900000118,13,13,8017
659f41739b1c14690c5c415b,202312,22,AGENZIA DELLE ENTRATE,4,Varie,11,Prestiti,1319912.7000000016,2024-01-11T02:01:40.336,Centro,,,Varie,1319912.7000000016,11,11,22
663ec5f43f62190222cfb75a,2024-04,948,A.O.R.N. ANTONIO CARDARELLI,2,Erariali,6,IRAP,1192729.17,2024-05-11T03:01:07.269,Centro,,,Erariali,1192729.17,6,6,948
663ec5f33f62190222cfb60e,202404,5,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,4,Varie,11,Prestiti,103065.21,2024-05-11T03:01:07.269,Isole,,,Varie,103065.21,11,11,5
66bf60530377f64b681b51c3,202407,976,ISTITUTO MUSICALE PAREGGIATO DELLA VALLE D'AOSTA,3,Previdenziali,14,Previdenziali a carico del lavoratore,8684.770000000028,2024-08-16T16:11:01.334,Isole,,,Previdenziali,8684.770000000028,14,14,976
671a780de28f8d6b0a19d28e,202409,868,ANBSC-AGENZIA NAZIONALE BENI SEQUESTRATI E CONFISCATI,1,Netto,n.d.,Netto,312238.31,OTT 24 2024,,,,Netto,312238.31,15,15,868
668f34139b1c1405cffd2e35,202406,930,AZIENDA SANITARIA LOCALE LATINA,2,Erariali,6,IRAP,1139353.4,2024-07-11T03:01:16.866,Isole,,,Erariali,1139353.4,6,6,930
661738e59b1c1417e85d3747,202403,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,3,Previdenziali,14,Previdenziali a carico del lavoratore,517298171.66999996,2024-04-11T03:00:48.766,Sud,,,Previdenziali,517298171.66999996,14,14,4
661738e49b1c14196e7da333,202403,834,COMUNE DI MONTORFANO,4,Varie,12,Altre voci,164.66000000000003,2024-04-11T03:00:48.766,,,,Varie,164.66000000000003,12,12,834
659f41729b1c14690c5c4120,202312,9,MINISTERO DELLA GIUSTIZIA,4,Varie,11,Prestiti,8940375.34,2024-01-11T02:01:40.336,Centro,,,Varie,8940375.34,11,11,9
668f34089b1c1405cffd2d65,202406,805,AGENZIA NAZIONALE PER LA SICUREZZA DEL VOLO,2,Erariali,7,Addizionali Regionali,2973.9700000000003,2024-07-11T03:01:16.866,Centro,,,Erariali,2973.9700000000003,7,7,805
668f34080377f62206882be2,202406,968,CONSORZIO PARCO GEOMIN. STORICO E AMBIENTALE DELLA SARDEGNA,1,Netto,15,Netto,24008.72,2024-07-11T03:01:16.866,Sud,,,Netto,24008.72,15,15,968
659f417b9b1c1468e2e39a07,2023-12,16,C.N.E.L.- CONSIGLIO NAZIONALE DELL'ECONOMIA E DEL LAVORO,2,Erariali,6,IRAP,41719.88,2024-01-11T02:01:40.336,Isole,,,Erariali,41719.88,6,6,16
6731590c568f146446645d00,202410,843,ANVUR(AGENZIA NAZ.VALUTAZIONE SIST.UNIVERSITARIO E RICERCA),2,Erariali,7,Addizionali Regionali,5365.050000000001,2024-11-11T02:00:28.485,,,,Erariali,5365.050000000001,7,7,843
659f417c9b1c1468e2e39a5d,202312,16,C.N.E.L.- CONSIGLIO NAZIONALE DELL'ECONOMIA E DEL LAVORO,3,Previdenziali,14,Previdenziali a carico del lavoratore,48001.69,2024-01-11T02:01:40.336,Centro,,,Previdenziali,48001.69,14,14,16
661738e5262bc367a2350467,202403,910,AZIENDA SANITARIA LOCALE ROMA 6,3,Previdenziali,13,Previdenziali a carico del datore di lavoro,5229894.07,2024-04-11T03:00:48.766,Centro,,,Previdenziali,5229894.07,13,13,910
65c81f2b3f62191d044e2a94,202401,14,MINISTERO PER I BENI E LE ATTIVITA' CULTURALI,3,Previdenziali,14,Previdenziali a carico del lavoratore,1982134.11,2024/02/11,Sud,,Sistema legacy,Previdenziali,1982134.11,14,14,14
6731590c568f146444a34e65,202410,44,MINISTERO DEL TURISMO,2,Erariali,6,IRAP,37904.75,2024-11-11T02:00:28.485,Nord,,,Erariali,37904.75,6,6,44
66e0ee66f458af5423ceb5f9,202408,971,,4,Varie,9,Riscatti,173.5,2024-09-11T03:01:11.704,Sud,,,Varie,173.5,9,9,971
663ec5ea3f62190222cfb509,202404,25,ARCHIVI NOTARILI,2,Erariali,8,Addizionali Comunali,9222.270000000004,2024-05-11T03:01:07.269,Sud,,,Erariali,9222.270000000004,8,8,25
6667a4c1262bc331bdcd0bfc,202405,945,ENTE PARCO NAZIONALE DEL GRAN SASSO E MONTI DELLA LAGA,2,Erariali,6,IRAP,5871.060000000008,2024-06-11T03:01:23.745,,,,Erariali,5871.060000000008,6,6,945
671a780d568f1404768e2c16,202409,969,ORDINE DEGLI PSICOLOGI DEL LAZIO,3,Previdenziali,13,Previdenziali a carico del datore di lavoro,9705.2,2024-10-24T18:30:35.560,,,,Previdenziali,9705.2,13,13,969
65ee5ac7eb0f334c8d2b5b10,202402,950,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,2,Erariali,5,IRPEF,134582.07999999975,2024-03-11T02:01:04.421,Nord,,,Erariali,134582.07999999975,5,5,950
671a7806e28f8d6b0a19d1b1,202409,3,MINISTERO DELLA DIFESA,3,Previdenziali,14,Previdenziali a carico del lavoratore,64644494.37,2024-10-24T18:30:35.560,Nord,,,Previdenziali,64644494.37,14,14,3
65ee5ac5f458af56d2af52de,FEB-2024,25,ARCHIVI NOTARILI,4,Varie,10,Ritenute Sindacali,1360.2599999999995,2024-03-11T02:01:04.421,Nord,,,Varie,1360.2599999999995,10,10,25
671a7805568f1404768e2ba9,202409,957,ORDINE DOTT. COMMERCIALISTI ED ESPERTI CONTABILI DI VERONA,2,Erariali,8,Addizionali Comunali,139.88000000000002,2024-10-24T18:30:35.560,Centro,,,Erariali,139.88000000000002,8,8,957
671a7805568f1404768e2b14,202409,23,AGENZIA PER LE EROGAZIONI IN AGRICOLTURA,2,Erariali,8,Addizionali Comunali,8943.980000000005,2024-10-24T18:30:35.560,Centro,,,Erariali,8943.980000000005,8,8,23
66e0ee5cf458af5423ceb4d2,202408,null,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,4,Varie,11,Prestiti,109155.46,2024-09-11T03:01:11.704,Sud,,,Varie,109155.46,11,11,5
6667a4c1262bc331baee742b,202405,17,?,3,Previdenziali,14,Previdenziali a carico del lavoratore,1012393.28,2024-06-11T03:01:23.745,Isole,,,Previdenziali,1012393.28,14,14,17
65ee5ac7eb0f334c5c3675ae,202402,963,AUTORITA' DI BACINO DISTRETTUALE DELL'APPENNINO MERIDIONALE,1,Netto,15,Netto,382460.6,2024-03-11T02:01:04.421,Centro,,,Netto,382460.6,15,15,963
65ee5ac7eb0f334c5c367547,202402,21,AGENZIA DELLE DOGANE,4,Varie,9,Riscatti,20004.64000000001,2024-03-11T02:01:04.421,Sud,,,Varie,20004.64000000001,9,9,21
65ee5ac6eb0f334c8d2b5af1,202402,28,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,2,Erariali,7,Addizionali Regionali,9564.19,2024-03-11T02:01:04.421,Nord,,,Erariali,9564.19,7,7,28
65ee5ac5f458af56d2af52da,202402,945,ENTE PARCO NAZIONALE DEL GRAN SASSO E MONTI DELLA LAGA,2,Erariali,7,Addizionali Regionali,15.760000000000002,2024-03-11T02:01:04.421,Isole,,,Erariali,15.760000000000002,7,7,945
663ec5eb3f62190222cfb57f,202404,959,AUTORITA' DI BACINO DISTRETTUALE DEL FIUME PO,4,Varie,11,Prestiti,911.55,2024-05-11T03:01:07.269,Nord,,,Varie,911.55,11,11,959
6667a4c2262bc331baee7466,202405,929,AZIENDA SANITARIA LOCALE VITERBO,2,Erariali,6,IRAP,925049.02,2024-06-11T03:01:23.745,,,,Erariali,925049.02,6,6,929
668f34129b1c1405cffd2e2e,202406,906,IRCCS LAZZARO SPALLANZANI,3,Previdenziali,13,Previdenziali a carico del datore di lavoro,824225.78,2024-07-11T03:01:16.866,Nord,,,Previdenziali,824225.78,13,13,906
6667a4c1262bc331baee7442,202405,829,COMUNE DI MERCATO SAN SEVERINO,4,Varie,9,Riscatti,203.91,2024-06-11T03:01:23.745,Centro,,,Varie,203.91,9,9,829
66bf60530377f64bd0cd260d,202407,954,ISPETTORATO NAZIONALE DEL LAVORO,2,Erariali,8,Addizionali Comunali,137158.21999999986,2024-08-16T16:11:01.334,,,,Erariali,137158.21999999986,8,8,954
671a7806e28f8d6b0a19d1e0,202409,,ORDINE DEI MEDICI CHIRURGHI E DEGLI ODONTOIATRI DELLA PROVINCIA DI LATINA,3,Previdenziali,13,Previdenziali a carico del datore di lavoro,2759.8600000000006,2024-10-24T18:30:35.560,,,,Previdenziali,2759.8600000000006,13,13,912
66bf60530377f64bd0cd25fa,202407,802,ARAN,2,Erariali,7,Addizionali Regionali,5413.439999999998,2024-08-16T16:11:01.334,Sud,,,Erariali,5413.439999999998,7,7,802
671a7806e28f8d6b0a19d1d9,202409,958,AUTORITA' DI BACINO DISTRETTUALE DELL'APPENNINO CENTRALE,4,Varie,12,Altre voci,652.8800000000002,24/10/2024,Nord,,,Varie,652.8800000000002,12,12,958
663ec5f43f62190222cfb6cd,Rata 2024,960,AUTORITA' DI BACINO DISTR. DELL'APPENNINO SETTENTRIONALE,4,Varie,12,Altre voci,837.33,2024-05-11T03:01:07.269,Isole,,,Varie,837.33,12,12,960
6667a4b7262bc331bdcd0b4a,202405,//,INVALSI,2,Previdenziali,7,Addizionali Regionali,13422.990000000003,2024-06-11T03:01:23.745,,,,Erariali,13422.990000000003,7,7,31
66e0ee65f458af54a5dbc817,202408,831,COMUNE DI CORLETO MONFORTE,3,Previdenziali,14,Previdenziali a carico del lavoratore,917.5000000000001,11.09.2024,Sud,,,Previdenziali,917.5000000000001,14,14,831
663ec5f23f62190222cfb5f7,202404,1,MINISTERO DELL'ECONOMIA E FINANZE,2,Erariali,7,Addizionali Regionali,5562565.7,2024-05-11T03:01:07.269,Isole,,,Erariali,5562565.7,7,7,1
663ec5ea3f62190222cfb4f6,04/2024,894,ENTE PARCO NAZIONALE DELL'ALTA MURGIA,1,Netto,15,Netto,19898.17,2024-05-11T03:01:07.269,Centro,,,Netto,19898.17,15,15,894
661738e5262bc367a2350463,202403,31,INVALSI,2,Erariali,8,Addizionali Comunali,4541.52,2024/04/11,,,,Erariali,4541.52,8,8,31
661738e49b1c1417e85d36b1,202403,null,MINISTERO DELLA GIUSTIZIA,2,Erariali,8,TBD,3426144.8,2024-04-11T03:00:48.766,Sud,,,Erariali,3426144.8,8,8,9
659f417b9b1c14690c5c41cd,202312,960,AUTORITA' DI BACINO DISTR. DELL'APPENNINO SETTENTRIONALE,4,Varie,11,Prestiti,1418.98,2024-01-11T02:01:40.336,Isole,,,Varie,1418.98,11,11,960
668f34129b1c1405cffd2e02,202406,822,REGIONE LAZIO,4,Previdenziali,11,Prestiti,218536.6900000001,2024/07/11,,,,Varie,218536.6900000001,11,11,822
